"","id","income","education","gender","age","union","height","weight","surveydate","female"
"400",400,20000,7,"female",63,"used to be",162,120,2015-10-01,TRUE
"401",401,40000,7,"male",25,"no",173,120,2015-08-30,FALSE
"402",402,60000,8,"male",77,"yes",167,146,2015-09-15,FALSE
"403",403,24000,11,"female",29,"yes",163,108,2015-10-07,TRUE
"404",404,48000,14,"female",37,"no",158,108,2015-10-03,TRUE
"405",405,40000,4,"female",63,"used to be",158,116,2015-10-02,TRUE
"406",406,30000,6,"female",50,"yes",165,160,2015-10-02,TRUE
"407",407,0,4,"male",57,"used to be",165,123,2015-09-08,FALSE
"408",408,1e+05,11,"male",25,"no",172,140,2015-10-24,FALSE
"409",409,49200,11,"female",30,"used to be",163,90,2015-10-17,TRUE
"410",410,45000,7,"female",74,"yes",162,143,2015-10-03,TRUE
"411",411,20000,6,"male",51,"yes",173,160,2015-10-06,FALSE
"412",412,36000,3,"female",88,"no",150,120,2015-09-15,TRUE
"413",413,1e+06,12,"male",37,"no",171,172,2015-10-01,FALSE
"414",414,60000,12,"male",64,"used to be",172,145,2015-10-17,FALSE
"415",415,35000,4,"male",57,"yes",163,130,2015-10-06,FALSE
"416",416,75000,9,"female",47,"yes",165,140,2015-10-05,TRUE
"417",417,24000,3,"male",66,"no",153,130,2015-09-08,FALSE
"418",418,150000,4,"female",42,"no",165,106,2015-10-17,TRUE
"419",419,60000,7,"male",64,"used to be",173,170,2015-10-06,FALSE
"420",420,1e+05,11,"female",34,"yes",170,120,2015-10-18,TRUE
"421",421,72000,11,"female",44,"yes",165,108,2015-10-07,TRUE
"422",422,130000,11,"male",52,"no",175,138,2015-10-02,FALSE
"423",423,2000,6,"female",56,"yes",162,112,2015-10-01,TRUE
"424",424,0,8,"female",46,"yes",163,160,2015-09-08,TRUE
"425",425,30000,10,"female",33,"no",155,140,2015-10-18,TRUE
"426",426,30000,11,"female",37,"yes",155,110,2015-10-06,TRUE
"427",427,50000,10,"male",21,"no",167,156,2015-10-18,FALSE
"428",428,2e+05,9,"male",47,"yes",168,148,2015-10-18,FALSE
"429",429,36000,3,"female",87,"no",155,120,2015-10-05,TRUE
"430",430,120000,13,"female",27,"no",162,90,2015-10-18,TRUE
"431",431,25000,4,"female",68,"no",160,90,2015-10-17,TRUE
"432",432,0,4,"female",32,"no",164,104,2015-08-31,TRUE
"433",433,60000,6,"male",42,"yes",168,150,2015-09-11,FALSE
"434",434,0,3,"male",27,"no",168,146,2015-10-02,FALSE
"435",435,50000,10,"male",56,"used to be",170,150,2015-10-12,FALSE
"436",436,35000,4,"female",63,"used to be",158,140,2015-10-01,TRUE
"437",437,150000,7,"male",28,"no",170,126,2015-08-31,FALSE
"438",438,30000,10,"female",25,"used to be",160,112,2015-09-19,TRUE
"439",439,60000,9,"male",52,"yes",165,176,2015-10-06,FALSE
"440",440,40000,7,"male",75,"used to be",160,100,2015-10-05,FALSE
"441",441,110000,12,"female",31,"no",158,92,2015-10-18,TRUE
"442",442,43000,7,"male",74,"used to be",165,145,2015-10-03,FALSE
"443",443,40000,9,"male",60,"yes",171,122,2015-10-01,FALSE
"444",444,30000,6,"male",60,"yes",172,170,2015-10-06,FALSE
"445",445,38000,6,"female",70,"yes",162,122,2015-10-18,TRUE
"446",446,24000,4,"male",57,"yes",169,140,2015-10-06,FALSE
"447",447,48000,4,"female",62,"no",160,105,2015-10-05,TRUE
"448",448,50000,5,"female",41,"no",160,110,2015-09-17,TRUE
"449",449,28800,3,"male",60,"used to be",163,130,2015-10-05,FALSE
"450",450,45000,4,"female",86,"used to be",160,95,2015-10-03,TRUE
"451",451,20000,3,"female",65,"used to be",155,165,2015-10-05,TRUE
"452",452,1e+05,4,"male",50,"no",175,160,2015-09-11,FALSE
"453",453,40000,7,"female",26,"yes",160,158,2015-09-11,TRUE
"454",454,0,1,"female",81,"no",160,120,2015-10-07,TRUE
"455",455,40000,4,"female",40,"no",160,116,2015-09-10,TRUE
"456",456,50000,12,"female",72,"yes",160,110,2015-10-18,TRUE
"457",457,10000,3,"female",55,"no",115,110,2015-09-11,TRUE
"458",458,25000,3,"male",32,"no",168,130,2015-10-05,FALSE
"459",459,0,4,"male",33,"no",167,140,2015-09-11,FALSE
"460",460,56400,7,"female",79,"used to be",154,115,2015-10-05,TRUE
"461",461,50000,7,"female",69,"used to be",162,150,2015-10-18,TRUE
"462",462,0,4,"female",65,"no",156,125,2015-09-12,TRUE
"463",463,4e+05,12,"male",28,"no",184,180,2015-09-23,FALSE
"464",464,80000,9,"female",37,"yes",160,96,2015-10-18,TRUE
"465",465,70000,4,"male",36,"no",169,160,2015-10-07,FALSE
"466",466,35000,2,"male",80,"used to be",170,110,2015-10-04,FALSE
"467",467,99000,12,"female",37,"used to be",165,120,2015-10-18,TRUE
"468",468,12000,6,"female",53,"no",158,120,2015-10-04,TRUE
"469",469,11000,4,"female",63,"used to be",158,116,2015-10-04,TRUE
"470",470,36000,3,"female",78,"used to be",155,130,2015-09-19,TRUE
"471",471,36000,4,"female",42,"no",160,105,2015-10-05,TRUE
"472",472,60000,9,"female",61,"used to be",158,120,2015-10-02,TRUE
"473",473,40000,4,"male",62,"no",181,140,2015-10-25,FALSE
"474",474,60000,9,"female",49,"yes",169,126,2015-10-06,TRUE
"475",475,60000,6,"male",53,"yes",175,130,2015-10-04,FALSE
"476",476,20000,4,"female",44,"no",164,130,2015-10-04,TRUE
"477",477,80000,11,"male",33,"no",172,155,2015-10-06,FALSE
"478",478,90000,12,"male",74,"used to be",173,164,2015-10-18,FALSE
"479",479,60000,4,"male",52,"no",170,120,2015-09-12,FALSE
"480",480,48000,4,"female",68,"used to be",165,120,2015-10-04,TRUE
"481",481,10000,4,"female",31,"no",159,115,2015-09-24,TRUE
"482",482,60000,9,"female",65,"used to be",158,136,2015-10-07,TRUE
"483",483,50000,10,"female",60,"used to be",165,150,2015-09-19,TRUE
"484",484,10000,3,"female",58,"no",155,95,2015-10-04,TRUE
"485",485,0,6,"male",18,"no",170,120,2015-10-18,FALSE
"486",486,48000,7,"male",75,"used to be",158,108,2015-10-16,FALSE
"487",487,24000,4,"female",66,"used to be",158,60,2015-09-23,TRUE
"488",488,1e+05,10,"female",33,"no",150,100,2015-10-07,TRUE
"489",489,36500,4,"male",63,"no",172,163,2015-09-24,FALSE
"490",490,40000,10,"male",31,"yes",180,190,2015-10-06,FALSE
"491",491,0,6,"male",62,"no",170,130,2015-10-18,FALSE
"492",492,0,10,"female",20,"no",165,105,2015-10-06,TRUE
"493",493,78000,7,"female",81,"no",154,100,2015-10-18,TRUE
"494",494,4000,12,"male",20,"yes",177,167,2015-10-17,FALSE
"495",495,2e+05,13,"male",29,"yes",174,144,2015-10-06,FALSE
"496",496,48000,5,"female",40,"no",160,110,2015-10-17,TRUE
"497",497,40000,4,"female",48,"yes",158,160,2015-10-07,TRUE
"498",498,150000,12,"male",25,"no",174,116,2015-10-18,FALSE
"499",499,50000,12,"female",34,"no",160,104,2015-10-24,TRUE
"500",500,70000,10,"female",24,"no",160,84,2015-09-20,TRUE
"501",501,60000,10,"male",23,"no",186,200,2015-10-07,FALSE
"502",502,48000,10,"female",31,"no",165,58,2015-10-07,TRUE
"503",503,84000,7,"male",77,"used to be",176,120,2015-09-27,FALSE
"504",504,70000,4,"male",56,"no",159,110,2015-09-27,FALSE
"505",505,0,12,"female",50,"no",158,114,2015-10-18,TRUE
"506",506,22800,4,"female",63,"no",169,139,2015-09-21,TRUE
"507",507,0,1,"female",67,"used to be",153,140,2015-10-24,TRUE
"508",508,40000,5,"female",77,"used to be",156,110,2015-10-06,TRUE
"509",509,40000,9,"female",42,"yes",164,130,2015-10-18,TRUE
"510",510,80000,12,"female",36,"yes",168,125,2015-09-27,TRUE
"511",511,72000,7,"male",28,"no",175,130,2015-10-25,FALSE
"512",512,30000,4,"female",57,"used to be",153,130,2015-10-24,TRUE
"513",513,40000,3,"male",74,"yes",170,200,2015-10-06,FALSE
"514",514,2e+05,9,"male",31,"no",178,130,2015-10-18,FALSE
"515",515,36000,9,"female",63,"used to be",165,120,2015-10-06,TRUE
"516",516,0,4,"female",38,"used to be",150,100,2015-10-24,TRUE
"517",517,250000,11,"female",40,"no",166,112,2015-10-18,TRUE
"518",518,6e+05,12,"female",27,"yes",165,100,2015-10-18,TRUE
"519",519,120000,8,"male",28,"no",170,135,2015-10-18,FALSE
"520",520,24000,3,"female",82,"used to be",165,130,2015-08-04,TRUE
"521",521,25000,6,"female",64,"used to be",167,140,2015-07-31,TRUE
"522",522,40000,7,"female",47,"no",160,120,2015-08-01,TRUE
"523",523,36000,6,"male",69,"yes",170,150,2015-08-05,FALSE
"524",524,30000,6,"male",58,"used to be",175,150,2015-08-01,FALSE
"525",525,60000,12,"male",81,"used to be",173,142,2015-08-12,FALSE
"526",526,60000,12,"male",38,"yes",170,130,2015-08-09,FALSE
"527",527,0,6,"male",18,"no",173,190,2015-08-11,FALSE
"528",528,30000,4,"male",72,"yes",168,150,2015-07-30,FALSE
"529",529,50000,6,"male",45,"no",172,120,2015-08-13,FALSE
"530",530,32400,6,"female",52,"used to be",163,126,2015-08-11,TRUE
"531",531,30000,1,"female",76,"used to be",165,130,2015-07-30,TRUE
"532",532,36000,4,"female",54,"no",152,116,2015-08-10,TRUE
"533",533,36000,7,"female",29,"no",173,114,2015-07-31,TRUE
"534",534,23000,6,"female",58,"no",157,115,2015-08-01,TRUE
"535",535,36000,5,"male",21,"yes",180,130,2015-08-06,FALSE
"536",536,26400,12,"female",47,"no",160,110,2015-07-30,TRUE
"537",537,30000,12,"female",54,"used to be",160,122,2015-08-01,TRUE
"538",538,35000,12,"male",76,"used to be",170,120,2015-08-12,FALSE
"539",539,19200,3,"female",78,"used to be",167,150,2015-08-12,TRUE
"540",540,22000,4,"female",57,"no",161,140,2015-08-05,TRUE
"541",541,40000,1,"female",82,"used to be",155,80,2015-08-06,TRUE
"542",542,24000,6,"male",84,"used to be",172,110,2015-08-12,FALSE
"543",543,24000,4,"female",63,"used to be",160,108,2015-08-06,TRUE
"544",544,30000,6,"male",24,"used to be",170,140,2015-08-04,FALSE
"545",545,27600,4,"female",60,"no",162,116,2015-08-04,TRUE
"546",546,0,2,"female",87,"no",156,140,2015-07-30,TRUE
"547",547,50000,12,"male",81,"used to be",167,130,2015-08-08,FALSE
"548",548,14000,4,"male",60,"no",170,135,2015-08-12,FALSE
"549",549,1e+05,12,"male",30,"yes",178,140,2015-08-11,FALSE
"550",550,45000,9,"female",44,"yes",160,120,2015-07-28,TRUE
"551",551,24000,6,"female",60,"used to be",165,125,2015-08-04,TRUE
"552",552,50000,8,"female",69,"used to be",155,120,2015-08-05,TRUE
"553",553,20000,7,"male",47,"no",170,140,2015-08-01,FALSE
"554",554,50000,4,"female",60,"used to be",157,127,2015-07-30,TRUE
"555",555,12000,1,"female",78,"no",158,130,2015-08-08,TRUE
"556",556,32000,9,"male",65,"used to be",164,126,2015-08-01,FALSE
"557",557,36000,3,"female",42,"no",158,110,2015-08-10,TRUE
"558",558,0,3,"female",60,"no",162,110,2015-08-11,TRUE
"559",559,12000,6,"male",59,"used to be",178,140,2015-07-29,FALSE
"560",560,43200,4,"male",63,"used to be",180,210,2015-08-12,FALSE
"561",561,0,2,"female",80,"used to be",157,120,2015-08-08,TRUE
"562",562,25000,4,"male",63,"no",167,130,2015-08-06,FALSE
"563",563,20000,6,"female",60,"no",160,200,2015-08-06,TRUE
"564",564,27600,4,"female",58,"used to be",155,110,2015-07-31,TRUE
"565",565,31200,6,"female",56,"used to be",155,100,2015-08-11,TRUE
"566",566,25200,1,"female",78,"used to be",154,160,2015-08-04,TRUE
"567",567,15000,6,"male",58,"yes",174,180,2015-08-05,FALSE
"568",568,20000,3,"male",67,"used to be",176,142,2015-08-01,FALSE
"569",569,20000,4,"female",58,"no",150,130,2015-08-04,TRUE
"570",570,0,12,"female",20,"no",160,95,2015-08-06,TRUE
"571",571,0,6,"male",53,"used to be",169,130,2015-07-30,FALSE
"572",572,25000,6,"female",50,"no",164,120,2015-08-04,TRUE
"573",573,24000,7,"female",58,"used to be",160,120,2015-08-14,TRUE
"574",574,24000,3,"female",65,"used to be",160,160,2015-08-15,TRUE
"575",575,12000,3,"female",80,"no",155,120,2015-07-30,TRUE
"576",576,36000,6,"female",59,"no",162,130,2015-08-12,TRUE
"577",577,40000,3,"female",30,"no",168,128,2015-08-12,TRUE
"578",578,20000,4,"female",18,"no",164,130,2015-08-03,TRUE
"579",579,0,12,"male",20,"no",183,140,2015-08-12,FALSE
"580",580,25000,4,"male",45,"no",178,170,2015-08-13,FALSE
"581",581,1000,12,"female",23,"no",161,96,2015-08-02,TRUE
"582",582,36000,6,"female",55,"used to be",161,126,2015-08-04,TRUE
"583",583,10000,12,"female",27,"no",162,106,2015-08-11,TRUE
"584",584,60000,11,"male",46,"no",170,160,2015-08-12,FALSE
"585",585,31920,4,"male",64,"used to be",165,154,2015-07-30,FALSE
"586",586,70000,12,"male",64,"no",169,140,2015-08-14,FALSE
"587",587,10000,4,"male",56,"no",175,120,2015-08-07,FALSE
"588",588,14000,4,"female",49,"no",165,150,2015-08-11,TRUE
"589",589,30000,10,"female",60,"used to be",160,130,2015-08-13,TRUE
"590",590,0,4,"male",39,"no",165,108,2015-08-13,FALSE
"591",591,18000,8,"female",51,"no",160,150,2015-08-03,TRUE
"592",592,25200,4,"female",64,"yes",156,106,2015-08-11,TRUE
"593",593,20000,6,"female",53,"used to be",166,130,2015-08-06,TRUE
"594",594,30000,11,"female",27,"no",175,120,2015-08-06,TRUE
"595",595,50000,13,"male",35,"no",175,144,2015-08-12,FALSE
"596",596,5000,6,"male",55,"used to be",170,130,2015-08-05,FALSE
"597",597,30000,9,"male",65,"yes",174,144,2015-07-30,FALSE
"598",598,53000,10,"female",60,"used to be",165,120,2015-08-14,TRUE
"599",599,55000,12,"female",47,"yes",160,100,2015-08-10,TRUE
"600",600,20000,3,"female",30,"no",160,100,2015-07-30,TRUE
"601",601,45000,12,"female",33,"no",160,110,2015-08-06,TRUE
"602",602,50000,6,"male",49,"no",172,140,2015-08-06,FALSE
"603",603,32000,4,"male",77,"used to be",172,146,2015-07-30,FALSE
"604",604,25000,3,"female",74,"used to be",150,132,2015-08-06,TRUE
"605",605,0,4,"male",53,"no",170,180,2015-08-10,FALSE
"606",606,50000,6,"female",47,"no",162,100,2015-08-01,TRUE
"607",607,0,6,"male",22,"no",181,138,2015-08-04,FALSE
"608",608,11400,4,"female",62,"no",163,120,2015-08-09,TRUE
"609",609,60000,10,"male",47,"no",177,180,2015-08-04,FALSE
"610",610,20000,6,"female",58,"used to be",160,90,2015-08-10,TRUE
"611",611,24000,4,"male",44,"no",180,180,2015-08-03,FALSE
"612",612,36000,4,"male",79,"used to be",170,156,2015-08-11,FALSE
"613",613,24000,6,"female",52,"no",160,130,2015-07-31,TRUE
"614",614,0,6,"female",41,"no",165,160,2015-08-05,TRUE
"615",615,22000,6,"female",58,"used to be",167,160,2015-08-06,TRUE
"616",616,24000,4,"male",70,"used to be",180,190,2015-07-30,FALSE
"617",617,40000,7,"male",52,"yes",176,150,2015-08-10,FALSE
"618",618,50000,12,"female",28,"no",163,100,2015-08-13,TRUE
"619",619,50000,9,"male",35,"yes",188,155,2015-08-01,FALSE
"620",620,24000,6,"male",73,"no",173,100,2015-08-04,FALSE
"621",621,48000,4,"male",61,"used to be",174,160,2015-08-04,FALSE
"622",622,24000,4,"male",62,"yes",180,160,2015-08-05,FALSE
"623",623,5000,10,"female",33,"no",162,100,2015-08-08,TRUE
"624",624,36000,12,"female",25,"yes",160,120,2015-08-02,TRUE
"625",625,38000,9,"female",70,"used to be",146,110,2015-07-29,TRUE
"626",626,47000,6,"female",70,"used to be",158,140,2015-08-07,TRUE
"627",627,24000,6,"female",52,"no",165,130,2015-08-05,TRUE
"628",628,1e+05,12,"male",37,"yes",172,180,2015-08-10,FALSE
"629",629,24000,4,"female",85,"used to be",165,133,2015-08-06,TRUE
"630",630,50000,12,"male",30,"yes",178,180,2015-08-11,FALSE
"631",631,24000,4,"male",58,"used to be",175,140,2015-08-10,FALSE
"632",632,120000,12,"male",66,"no",165,130,2015-08-13,FALSE
"633",633,15000,4,"male",48,"no",168,150,2015-08-05,FALSE
"634",634,0,12,"male",22,"no",178,210,2015-08-03,FALSE
"635",635,60000,6,"male",60,"yes",175,135,2015-08-15,FALSE
"636",636,1e+05,12,"female",27,"no",170,120,2015-07-30,TRUE
"637",637,60000,4,"male",58,"yes",170,140,2015-08-08,FALSE
"638",638,1e+05,10,"male",30,"no",175,65,2015-08-05,FALSE
"639",639,10000,6,"female",53,"no",160,138,2015-08-09,TRUE
"640",640,30000,7,"female",72,"used to be",150,120,2015-07-30,TRUE
"641",641,32000,4,"male",68,"used to be",170,130,2015-08-15,FALSE
"642",642,12000,9,"male",61,"used to be",172,170,2015-07-30,FALSE
"643",643,55200,12,"female",72,"no",163,116,2015-08-01,TRUE
"644",644,25000,4,"male",61,"used to be",171,170,2015-08-14,FALSE
"645",645,25000,10,"female",60,"yes",165,90,2015-07-30,TRUE
"646",646,50000,6,"female",72,"used to be",167,120,2015-08-14,TRUE
"647",647,9400,7,"male",73,"no",170,147,2015-07-30,FALSE
"648",648,0,8,"female",43,"no",165,134,2015-08-10,TRUE
"649",649,25000,4,"female",56,"no",160,135,2015-07-31,TRUE
"650",650,85000,12,"male",31,"yes",180,156,2015-08-06,FALSE
"651",651,30000,6,"female",71,"used to be",165,120,2015-08-14,TRUE
"652",652,36000,4,"male",81,"used to be",173,150,2015-07-28,FALSE
"653",653,60000,6,"male",48,"no",173,153,2015-08-08,FALSE
"654",654,24000,1,"male",80,"used to be",169,160,2015-08-10,FALSE
"655",655,40000,10,"female",22,"no",165,88,2015-08-03,TRUE
"656",656,20000,7,"male",66,"no",170,110,2015-08-04,FALSE
"657",657,50000,12,"female",27,"yes",165,120,2015-08-01,TRUE
"658",658,50000,13,"female",38,"no",170,130,2015-08-03,TRUE
"659",659,30000,12,"female",25,"no",163,110,2015-08-11,TRUE
"660",660,10000,3,"male",48,"no",166,120,2015-07-30,FALSE
"661",661,0,4,"male",55,"used to be",172,120,2015-08-12,FALSE
"662",662,25000,6,"female",73,"used to be",154,108,2015-08-03,TRUE
"663",663,36000,7,"male",70,"used to be",170,150,2015-08-12,FALSE
"664",664,30000,12,"female",23,"no",166,100,2015-08-13,TRUE
"665",665,25000,6,"female",55,"used to be",171,150,2015-08-15,TRUE
"666",666,60000,12,"male",38,"yes",178,150,2015-08-03,FALSE
"667",667,10000,3,"female",46,"no",160,130,2015-08-06,TRUE
"668",668,24000,6,"female",43,"yes",175,120,2015-08-05,TRUE
"669",669,60000,11,"female",34,"yes",163,106,2015-08-04,TRUE
"670",670,1e+05,13,"female",35,"no",163,140,2015-08-08,TRUE
"671",671,30000,8,"male",47,"yes",170,140,2015-08-12,FALSE
"672",672,60000,6,"male",50,"no",178,150,2015-08-06,FALSE
"673",673,48000,4,"male",41,"no",172,160,2015-08-13,FALSE
"674",674,45600,4,"male",62,"used to be",172,172,2015-08-06,FALSE
"675",675,30000,3,"female",62,"no",160,110,2015-08-14,TRUE
"676",676,36000,7,"female",74,"used to be",160,132,2015-08-14,TRUE
"677",677,60000,8,"female",46,"no",167,129,2015-08-11,TRUE
"678",678,40000,6,"female",52,"used to be",168,160,2015-08-04,TRUE
"679",679,30000,3,"female",68,"yes",160,118,2015-08-05,TRUE
"680",680,50000,4,"male",43,"no",165,170,2015-08-12,FALSE
"681",681,25000,6,"male",52,"no",168,125,2015-08-05,FALSE
"682",682,19000,3,"female",67,"no",160,150,2015-08-15,TRUE
"683",683,30000,10,"male",51,"used to be",180,170,2015-08-08,FALSE
"684",684,48000,9,"female",81,"used to be",169,128,2015-08-04,TRUE
"685",685,36000,1,"female",80,"no",160,150,2015-08-04,TRUE
"686",686,7000,8,"male",37,"used to be",170,160,2015-08-12,FALSE
"687",687,70000,11,"male",60,"used to be",170,130,2015-08-17,FALSE
"688",688,30000,6,"male",56,"used to be",173,145,2015-08-08,FALSE
"689",689,36000,7,"female",68,"no",150,110,2015-08-05,TRUE
"690",690,0,10,"male",23,"no",172,120,2015-08-09,FALSE
"691",691,60000,9,"male",29,"no",170,130,2015-08-04,FALSE
"692",692,50000,12,"female",32,"no",162,120,2015-08-12,TRUE
"693",693,27600,4,"male",69,"used to be",174,150,2015-07-28,FALSE
"694",694,30000,3,"male",54,"used to be",175,140,2015-08-08,FALSE
"695",695,32400,4,"male",59,"no",173,120,2015-08-12,FALSE
"696",696,40000,8,"female",25,"no",155,90,2015-08-13,TRUE
"697",697,25200,6,"female",55,"used to be",155,120,2015-08-03,TRUE
"698",698,30000,4,"male",59,"used to be",175,140,2015-08-07,FALSE
"699",699,30000,3,"male",39,"no",163,120,2015-08-12,FALSE
"700",700,30000,4,"male",25,"no",185,190,2015-08-08,FALSE
"701",701,50000,10,"female",46,"no",160,100,2015-08-06,TRUE
"702",702,30000,6,"female",58,"used to be",160,120,2015-08-10,TRUE
"703",703,0,13,"male",32,"no",182,156,2015-08-04,FALSE
"704",704,40000,10,"female",33,"no",170,72,2015-08-10,TRUE
"705",705,24000,6,"female",56,"used to be",156,120,2015-07-31,TRUE
"706",706,24000,6,"male",58,"used to be",164,150,2015-08-01,FALSE
"707",707,45600,7,"male",61,"used to be",175,160,2015-08-04,FALSE
"708",708,0,3,"female",70,"used to be",160,90,2015-08-11,TRUE
"709",709,28000,4,"female",59,"used to be",168,150,2015-08-13,TRUE
"710",710,24000,4,"female",62,"yes",168,138,2015-08-04,TRUE
"711",711,26400,11,"female",30,"no",165,90,2015-08-13,TRUE
"712",712,50000,7,"male",40,"no",169,134,2015-08-12,FALSE
"713",713,50000,13,"female",38,"no",158,100,2015-08-11,TRUE
"714",714,36900,8,"male",56,"used to be",168,150,2015-08-13,FALSE
"715",715,80000,9,"male",29,"no",180,146,2015-07-30,FALSE
"716",716,24000,3,"male",56,"no",172,130,2015-08-15,FALSE
"717",717,120000,12,"male",31,"yes",172,150,2015-08-13,FALSE
"718",718,1e+05,12,"female",37,"yes",165,160,2015-08-15,TRUE
"719",719,40000,11,"male",31,"yes",178,183,2015-07-31,FALSE
"720",720,80000,13,"male",46,"no",160,130,2015-08-13,FALSE
"721",721,26400,6,"female",56,"used to be",168,120,2015-08-07,TRUE
"722",722,24000,6,"female",60,"no",165,140,2015-08-12,TRUE
"723",723,34800,3,"male",81,"used to be",170,130,2015-07-30,FALSE
"724",724,28800,3,"male",67,"no",170,170,2015-08-08,FALSE
"725",725,24000,3,"female",52,"used to be",173,156,2015-08-13,TRUE
"726",726,22800,8,"female",57,"used to be",164,130,2015-08-17,TRUE
"727",727,60000,12,"male",41,"yes",165,160,2015-08-15,FALSE
"728",728,26400,3,"female",60,"used to be",163,154,2015-08-09,TRUE
"729",729,36000,4,"male",60,"used to be",176,130,2015-08-13,FALSE
"730",730,2e+05,12,"male",32,"no",173,136,2015-08-08,FALSE
"731",731,26000,4,"female",58,"yes",160,130,2015-08-04,TRUE
"732",732,60000,10,"male",36,"no",175,120,2015-08-07,FALSE
"733",733,40000,4,"male",68,"used to be",171,150,2015-07-31,FALSE
"734",734,0,4,"female",27,"no",160,110,2015-08-12,TRUE
"735",735,30000,10,"female",50,"used to be",170,110,2015-08-08,TRUE
"736",736,30000,4,"male",61,"used to be",172,160,2015-08-10,FALSE
"737",737,36000,12,"female",71,"used to be",160,130,2015-08-12,TRUE
"738",738,36000,6,"male",57,"used to be",170,110,2015-08-05,FALSE
"739",739,25000,10,"female",26,"no",160,95,2015-07-31,TRUE
